line,sid,msg,status,category,reason,rule
196,427,PROTOCOL-ICMP Parameter Problem Unspecified Error,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Parameter Problem Unspecified Error""; icode:0; itype:12; metadata:ruleset community; classtype:misc-activity; sid:427; rev:9; )"
197,428,PROTOCOL-ICMP Parameter Problem undefined Code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Parameter Problem undefined Code""; icode:>2; itype:12; metadata:ruleset community; classtype:misc-activity; sid:428; rev:10; )"
198,429,PROTOCOL-ICMP Photuris Reserved,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Reserved""; icode:0; itype:40; metadata:ruleset community; classtype:misc-activity; sid:429; rev:9; )"
199,430,PROTOCOL-ICMP Photuris Unknown Security Parameters Index,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Unknown Security Parameters Index""; icode:1; itype:40; metadata:ruleset community; classtype:misc-activity; sid:430; rev:9; )"
200,431,"PROTOCOL-ICMP Photuris Valid Security Parameters, But Authentication Failed",included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Valid Security Parameters, But Authentication Failed""; icode:2; itype:40; metadata:ruleset community; classtype:misc-activity; sid:431; rev:9; )"
201,432,"PROTOCOL-ICMP Photuris Valid Security Parameters, But Decryption Failed",included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris Valid Security Parameters, But Decryption Failed""; icode:3; itype:40; metadata:ruleset community; classtype:misc-activity; sid:432; rev:9; )"
202,433,PROTOCOL-ICMP Photuris undefined code!,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Photuris undefined code!""; icode:>3; itype:40; metadata:ruleset community; classtype:misc-activity; sid:433; rev:11; )"
203,436,PROTOCOL-ICMP Redirect for TOS and Host,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Redirect for TOS and Host""; icode:3; itype:5; metadata:ruleset community; reference:cve,1999-0265; classtype:misc-activity; sid:436; rev:10; )"
204,437,PROTOCOL-ICMP Redirect for TOS and Network,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Redirect for TOS and Network""; icode:2; itype:5; metadata:ruleset community; reference:cve,1999-0265; classtype:misc-activity; sid:437; rev:10; )"
205,438,PROTOCOL-ICMP Redirect undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Redirect undefined code""; icode:>3; itype:5; metadata:ruleset community; reference:cve,1999-0265; classtype:misc-activity; sid:438; rev:13; )"
206,439,PROTOCOL-ICMP Reserved for Security Type 19,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Reserved for Security Type 19""; icode:0; itype:19; metadata:ruleset community; classtype:misc-activity; sid:439; rev:9; )"
207,440,PROTOCOL-ICMP Reserved for Security Type 19 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Reserved for Security Type 19 undefined code""; icode:>0; itype:19; metadata:ruleset community; classtype:misc-activity; sid:440; rev:10; )"
208,441,PROTOCOL-ICMP Router Advertisement,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Router Advertisement""; icode:0; itype:9; metadata:ruleset community; classtype:misc-activity; sid:441; rev:10; )"
209,443,PROTOCOL-ICMP Router Selection,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Router Selection""; icode:0; itype:10; metadata:ruleset community; classtype:misc-activity; sid:443; rev:9; )"
210,445,PROTOCOL-ICMP SKIP,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP SKIP""; icode:0; itype:39; metadata:ruleset community; classtype:misc-activity; sid:445; rev:8; )"
211,446,PROTOCOL-ICMP SKIP undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP SKIP undefined code""; icode:>0; itype:39; metadata:ruleset community; classtype:misc-activity; sid:446; rev:10; )"
212,448,PROTOCOL-ICMP Source Quench undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Source Quench undefined code""; icode:>0; itype:4; metadata:ruleset community; classtype:misc-activity; sid:448; rev:10; )"
213,449,PROTOCOL-ICMP Time-To-Live Exceeded in Transit,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Time-To-Live Exceeded in Transit""; icode:0; itype:11; metadata:ruleset community; classtype:misc-activity; sid:449; rev:9; )"
214,450,PROTOCOL-ICMP Time-To-Live Exceeded in Transit undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Time-To-Live Exceeded in Transit undefined code""; icode:>1; itype:11; metadata:ruleset community; classtype:misc-activity; sid:450; rev:11; )"
215,451,PROTOCOL-ICMP Timestamp Reply,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Reply""; icode:0; itype:14; metadata:ruleset community; classtype:misc-activity; sid:451; rev:8; )"
216,452,PROTOCOL-ICMP Timestamp Reply undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Reply undefined code""; icode:>0; itype:14; metadata:ruleset community; classtype:misc-activity; sid:452; rev:10; )"
217,453,PROTOCOL-ICMP Timestamp Request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Request""; icode:0; itype:13; metadata:ruleset community; classtype:misc-activity; sid:453; rev:8; )"
218,454,PROTOCOL-ICMP Timestamp Request undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Timestamp Request undefined code""; icode:>0; itype:13; metadata:ruleset community; classtype:misc-activity; sid:454; rev:10; )"
219,456,PROTOCOL-ICMP Traceroute,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Traceroute""; icode:0; itype:30; metadata:ruleset community; classtype:misc-activity; sid:456; rev:8; )"
220,457,PROTOCOL-ICMP Traceroute undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP Traceroute undefined code""; icode:>0; itype:30; metadata:ruleset community; classtype:misc-activity; sid:457; rev:10; )"
221,458,PROTOCOL-ICMP unassigned type 1,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 1""; icode:0; itype:1; metadata:ruleset community; classtype:misc-activity; sid:458; rev:12; )"
222,459,PROTOCOL-ICMP unassigned type 1 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 1 undefined code""; itype:1; metadata:ruleset community; classtype:misc-activity; sid:459; rev:12; )"
223,460,PROTOCOL-ICMP unassigned type 2,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 2""; icode:0; itype:2; metadata:ruleset community; classtype:misc-activity; sid:460; rev:12; )"
224,461,PROTOCOL-ICMP unassigned type 2 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 2 undefined code""; itype:2; metadata:ruleset community; classtype:misc-activity; sid:461; rev:12; )"
225,462,PROTOCOL-ICMP unassigned type 7,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 7""; icode:0; itype:7; metadata:ruleset community; classtype:misc-activity; sid:462; rev:12; )"
226,463,PROTOCOL-ICMP unassigned type 7 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 7 undefined code""; itype:7; metadata:ruleset community; reference:cve,1999-0454; classtype:misc-activity; sid:463; rev:14; )"
227,465,PROTOCOL-ICMP ISS Pinger,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP ISS Pinger""; itype:8; content:""ISSPNGRQ"",depth 32; metadata:ruleset community; classtype:attempted-recon; sid:465; rev:8; )"
228,466,PROTOCOL-ICMP L3retriever Ping,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP L3retriever Ping""; icode:0; itype:8; content:""ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI"",depth 32; metadata:ruleset community; classtype:attempted-recon; sid:466; rev:9; )"
232,480,PROTOCOL-ICMP PING speedera,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP PING speedera""; itype:8; content:""89|3A 3B|<=>?"",depth 100; metadata:ruleset community; classtype:misc-activity; sid:480; rev:9; )"
233,481,PROTOCOL-ICMP TJPingPro1.1Build 2 Windows,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP TJPingPro1.1Build 2 Windows""; itype:8; content:""TJPingPro by Jim"",depth 32; metadata:ruleset community; classtype:misc-activity; sid:481; rev:10; )"
234,482,PROTOCOL-ICMP PING WhatsupGold Windows,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP PING WhatsupGold Windows""; itype:8; content:""WhatsUp - A Netw"",depth 32; metadata:ruleset community; classtype:misc-activity; sid:482; rev:10; )"
235,483,PROTOCOL-ICMP PING CyberKit 2.2 Windows,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP PING CyberKit 2.2 Windows""; itype:8; content:""|AA AA AA AA AA AA AA AA AA AA AA AA AA AA AA AA|"",depth 32; metadata:ruleset community; classtype:misc-activity; sid:483; rev:10; )"
236,484,PROTOCOL-ICMP PING Sniffer Pro/NetXRay network scan,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP PING Sniffer Pro/NetXRay network scan""; itype:8; content:""Cinco Network, Inc."",depth 32; metadata:ruleset community; classtype:misc-activity; sid:484; rev:8; )"
246,505,SERVER-OTHER Insecure TIMBUKTU Password,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 1417 ( msg:""SERVER-OTHER Insecure TIMBUKTU Password""; flow:to_server,established; content:""|05 00|>"",depth 16; metadata:ruleset community; classtype:bad-unknown; sid:505; rev:9; )"
249,509,SERVER-WEBAPP PCCS mysql database admin tool access,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP PCCS mysql database admin tool access""; flow:to_server,established; content:""pccsmysqladm/incs/dbconnect.inc"",depth 36,nocase; metadata:ruleset community; service:http; reference:bugtraq,1557; reference:cve,2000-0707; reference:nessus,10783; classtype:web-application-attack; sid:509; rev:18; )"
251,512,PUA-OTHER PCAnywhere Failed Login,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 5631:5632 -> $EXTERNAL_NET any ( msg:""PUA-OTHER PCAnywhere Failed Login""; flow:to_client,established; content:""Invalid login"",depth 16; metadata:ruleset community; classtype:unsuccessful-user; sid:512; rev:9; )"
252,514,SERVER-OTHER ramen worm,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET 27374 ( msg:""SERVER-OTHER ramen worm""; flow:to_server,established; content:""GET "",depth 8,nocase; metadata:ruleset community; classtype:bad-unknown; sid:514; rev:9; )"
255,518,PROTOCOL-TFTP Put,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP Put""; flow:to_server; content:""|00 02|"",depth 2; metadata:policy max-detect-ips drop,ruleset community; reference:cve,1999-0183; reference:url,github.com/rapid7/metasploit-framework/blob/unstable/unstable-modules/auxiliary/d20tftpbd.rb; classtype:bad-unknown; sid:518; rev:16; )"
256,519,PROTOCOL-TFTP parent directory,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP parent directory""; flow:to_server; content:"".."",offset 2; metadata:policy max-detect-ips drop,ruleset community; reference:cve,1999-0183; reference:cve,2002-1209; reference:cve,2007-0888; reference:cve,2011-4722; classtype:bad-unknown; gid:1; sid:519; rev:16; )"
257,520,PROTOCOL-TFTP root directory,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP root directory""; flow:to_server; content:""|00 01|/"",depth 3; metadata:policy max-detect-ips drop,ruleset community; reference:cve,1999-0183; classtype:bad-unknown; sid:520; rev:13; )"
268,546,INDICATOR-COMPROMISE FTP 'CWD  ' possible warez site,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 ( msg:""INDICATOR-COMPROMISE FTP 'CWD  ' possible warez site""; flow:to_server,established; content:""CWD  "",depth 5,nocase; metadata:ruleset community; service:ftp; classtype:misc-activity; sid:546; rev:10; )"
269,547,INDICATOR-COMPROMISE FTP 'MKD  ' possible warez site,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 ( msg:""INDICATOR-COMPROMISE FTP 'MKD  ' possible warez site""; flow:to_server,established; content:""MKD  "",depth 5,nocase; metadata:ruleset community; service:ftp; classtype:misc-activity; sid:547; rev:11; )"
270,548,INDICATOR-COMPROMISE FTP 'MKD .' possible warez site,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 ( msg:""INDICATOR-COMPROMISE FTP 'MKD .' possible warez site""; flow:to_server,established; content:""MKD ."",depth 5,nocase; metadata:ruleset community; service:ftp; classtype:misc-activity; sid:548; rev:10; )"
274,556,PUA-P2P Outbound GNUTella client request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PUA-P2P Outbound GNUTella client request""; flow:to_server,established; content:""GNUTELLA CONNECT"",depth 40; metadata:ruleset community; classtype:policy-violation; sid:556; rev:10; )"
275,557,PUA-P2P GNUTella client request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PUA-P2P GNUTella client request""; flow:to_server,established; content:""GNUTELLA OK"",depth 40; metadata:ruleset community; classtype:policy-violation; sid:557; rev:11; )"
276,560,APP-DETECT VNC server response,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""APP-DETECT VNC server response""; flow:established; content:""RFB 0"",depth 5; content:"".0"",depth 2,offset 7; metadata:ruleset community; classtype:misc-activity; sid:560; rev:9; )"
278,567,SERVER-MAIL SMTP relaying denied,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $SMTP_SERVERS 25 -> $EXTERNAL_NET any ( msg:""SERVER-MAIL SMTP relaying denied""; flow:to_client,established; content:""550 5.7.1"",depth 70; metadata:ruleset community; service:smtp; reference:url,mail-abuse.org/tsi/ar-fix.html; classtype:misc-activity; sid:567; rev:17; )"
281,572,PROTOCOL-RPC DOS ttdbserv Solaris,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 32771:34000 ( msg:""PROTOCOL-RPC DOS ttdbserv Solaris""; flow:to_server,established; content:""|00 00 00 00|"",depth 4,offset 8; content:""|00 01 86 F3 00 00 00 01 00 00 00 0F 00 00 00 01|"",depth 32,offset 16; metadata:ruleset community; reference:bugtraq,122; reference:cve,1999-0003; classtype:attempted-dos; sid:572; rev:14; )"
316,613,INDICATOR-SCAN myscan,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET 10101 -> $HOME_NET any ( msg:""INDICATOR-SCAN myscan""; flow:stateless; ack:0; flags:S; ttl:>220; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:613; rev:11; )"
317,614,MALWARE-BACKDOOR hack-a-tack attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 31790 -> $HOME_NET 31789 ( msg:""MALWARE-BACKDOOR hack-a-tack attempt""; flow:stateless; flags:A+; content:""A"",depth 1; metadata:ruleset community; classtype:attempted-recon; sid:614; rev:13; )"
318,616,INDICATOR-SCAN ident version request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 113 ( msg:""INDICATOR-SCAN ident version request""; flow:to_server,established; content:""VERSION|0A|"",depth 16; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:616; rev:9; )"
320,622,INDICATOR-SCAN ipEye SYN scan,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SCAN ipEye SYN scan""; flow:stateless; flags:S; seq:1958810375; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:622; rev:12; )"
321,626,INDICATOR-SCAN cybercop os PA12 attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SCAN cybercop os PA12 attempt""; flow:stateless; flags:12AP; content:""AAAAAAAAAAAAAAAA"",depth 16; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:626; rev:13; )"
322,627,INDICATOR-SCAN cybercop os SFU12 probe,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SCAN cybercop os SFU12 probe""; flow:stateless; ack:0; flags:12FSU; content:""AAAAAAAAAAAAAAAA"",depth 16; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:627; rev:13; )"
323,630,INDICATOR-SCAN synscan portscan,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SCAN synscan portscan""; flow:stateless; flags:FS; id:39426; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:630; rev:11; )"
362,676,SQL sp_start_job - program execution,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS 139 ( msg:""SQL sp_start_job - program execution""; flow:to_server,established; content:""s|00|p|00|_|00|s|00|t|00|a|00|r|00|t|00|_|00|j|00|o|00|b|00|"",depth 32,offset 32,nocase; metadata:ruleset community; classtype:attempted-user; sid:676; rev:9; )"
365,679,SQL sp_adduser database user creation,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS 139 ( msg:""SQL sp_adduser database user creation""; flow:to_server,established; content:""s|00|p|00|_|00|a|00|d|00|d|00|u|00|s|00|e|00|r|00|"",depth 32,offset 32,nocase; metadata:ruleset community; classtype:attempted-user; sid:679; rev:9; )"
366,681,SQL xp_cmdshell program execution,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS 139 ( msg:""SQL xp_cmdshell program execution""; flow:to_server,established; content:""x|00|p|00|_|00|c|00|m|00|d|00|s|00|h|00|e|00|l|00|l|00|"",offset 32,nocase; metadata:ruleset community; reference:bugtraq,5309; classtype:attempted-user; sid:681; rev:10; )"
373,689,SERVER-MSSQL xp_reg* registry access,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS 139 ( msg:""SERVER-MSSQL xp_reg* registry access""; flow:to_server,established; content:""x|00|p|00|_|00|r|00|e|00|g|00|"",depth 32,offset 32,nocase; metadata:ruleset community; reference:bugtraq,5205; reference:cve,2002-0642; reference:nessus,10642; reference:url,technet.microsoft.com/en-us/security/bulletin/MS02-034; classtype:attempted-user; sid:689; rev:16; )"
378,695,SERVER-MSSQL xp_sprintf possible buffer overflow,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS 139 ( msg:""SERVER-MSSQL xp_sprintf possible buffer overflow""; flow:to_server,established; content:""x|00|p|00|_|00|s|00|p|00|r|00|i|00|n|00|t|00|f|00|"",offset 32,nocase; metadata:ruleset community; reference:bugtraq,1204; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-060; classtype:attempted-user; sid:695; rev:14; )"
542,969,SERVER-IIS WebDAV file lock attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-IIS WebDAV file lock attempt""; flow:to_server,established; content:""LOCK "",depth 5; metadata:ruleset community; service:http; reference:bugtraq,2736; reference:nessus,10732; classtype:web-application-activity; sid:969; rev:13; )"
612,1047,SERVER-WEBAPP Netscape Enterprise DOS,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Netscape Enterprise DOS""; flow:to_server,established; content:""REVLOG / "",depth 9; metadata:ruleset community; service:http; reference:bugtraq,2294; reference:cve,2001-0251; classtype:web-application-attack; sid:1047; rev:15; )"
613,1048,SERVER-WEBAPP Netscape Enterprise directory listing attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Netscape Enterprise directory listing attempt""; flow:to_server,established; content:""INDEX "",depth 6; metadata:ruleset community; service:http; reference:bugtraq,2285; reference:cve,2001-0250; reference:nessus,10691; classtype:web-application-attack; sid:1048; rev:16; )"
