line,sid,msg,status,category,reason,rule
2319,20483,FILE-IDENTIFY JPEG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY JPEG file magic detected""; flow:to_client,established; file_data; content:""|FF D8 FF E0|"",depth 4; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:20483; rev:22; )"
2356,21480,FILE-IDENTIFY XML file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY XML file magic detected""; flow:to_client,established; file_data; content:""<xml>"",depth 50,nocase; flowbits:set,file.xml; flowbits:set,file.xul; flowbits:noalert; metadata:policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:21480; rev:16; )"
2357,21498,FILE-IDENTIFY XML file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY XML file magic detected""; flow:to_client,established; file_data; content:""<?xml"",depth 50,nocase; flowbits:set,file.xml; flowbits:set,file.xul; flowbits:noalert; metadata:policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:21498; rev:16; )"
2433,23492,MALWARE-CNC Win.Trojan.ZeroAccess outbound connection,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 ( msg:""MALWARE-CNC Win.Trojan.ZeroAccess outbound connection""; flow:to_server; dsize:20; content:""|9E 98|"",depth 2,offset 6; metadata:ruleset community; reference:url,www.virustotal.com/file/50cdd9f6c5629630c8d8a3a4fe7d929d3c6463b2f9407d9a90703047e7db7ff9/analysis/; classtype:trojan-activity; sid:23492; rev:6; )"
2437,23652,FILE-IDENTIFY JAR/ZIP file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JAR/ZIP file magic detected""; flow:to_server,established; file_data; content:""PK00PK|03 04|"",depth 8; flowbits:set,file.zip; flowbits:set,file.jar; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23652; rev:16; )"
2438,23653,FILE-IDENTIFY JAR/ZIP file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JAR/ZIP file magic detected""; flow:to_server,established; file_data; content:""PK|01 02|"",depth 4; flowbits:set,file.zip; flowbits:set,file.jar; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23653; rev:16; )"
2439,23654,FILE-IDENTIFY JAR/ZIP file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JAR/ZIP file magic detected""; flow:to_server,established; file_data; content:""PK|05 06|"",depth 4; flowbits:set,file.zip; flowbits:set,file.jar; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23654; rev:16; )"
2440,23655,FILE-IDENTIFY JAR/ZIP file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JAR/ZIP file magic detected""; flow:to_server,established; file_data; content:""PK|06 08|"",depth 4; flowbits:set,file.zip; flowbits:set,file.jar; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23655; rev:16; )"
2441,23656,FILE-IDENTIFY JAR/ZIP file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JAR/ZIP file magic detected""; flow:to_server,established; file_data; content:""PK|06 07|"",depth 4; flowbits:set,file.zip; flowbits:set,file.jar; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23656; rev:16; )"
2442,23657,FILE-IDENTIFY JAR/ZIP file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JAR/ZIP file magic detected""; flow:to_server,established; file_data; content:""PK|06 06|"",depth 4; flowbits:set,file.zip; flowbits:set,file.jar; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23657; rev:16; )"
2443,23664,FILE-IDENTIFY PNG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY PNG file magic detected""; flow:to_server,established; file_data; content:""|89|PNG|0D 0A 1A 0A|"",depth 8; flowbits:set,file.png; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23664; rev:17; )"
2444,23667,FILE-IDENTIFY JPEG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JPEG file magic detected""; flow:to_server,established; file_data; content:""|FF D8 FF E0|"",depth 4; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23667; rev:14; )"
2449,23711,FILE-IDENTIFY OLE Document file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY OLE Document file magic detected""; flow:to_server,established; file_data; content:""|D0 CF 11 E0 A1 B1 1A E1|"",depth 8; flowbits:set,file.ole; flowbits:set,file.fpx; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23711; rev:14; )"
2451,23758,FILE-IDENTIFY XML file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY XML file magic detected""; flow:to_server,established; file_data; content:""<xml>"",depth 50,nocase; flowbits:set,file.xml; flowbits:noalert; metadata:policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23758; rev:10; )"
2452,23759,FILE-IDENTIFY XML file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY XML file magic detected""; flow:to_server,established; file_data; content:""<?xml"",depth 50,nocase; flowbits:set,file.xml; flowbits:noalert; metadata:policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:23759; rev:10; )"
2463,24455,FILE-IDENTIFY JPEG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY JPEG file magic detected""; flow:to_client,established; file_data; content:""|FF D8 FF E1|"",depth 4; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:24455; rev:12; )"
2464,24456,FILE-IDENTIFY JPEG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY JPEG file magic detected""; flow:to_client,established; file_data; content:""|FF D8 FF EE|"",depth 4; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:24456; rev:12; )"
2465,24457,FILE-IDENTIFY JPEG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JPEG file magic detected""; flow:to_server,established; file_data; content:""|FF D8 FF E1|"",depth 4; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:24457; rev:11; )"
2466,24458,FILE-IDENTIFY JPEG file magic detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JPEG file magic detected""; flow:to_server,established; file_data; content:""|FF D8 FF EE|"",depth 4; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:24458; rev:11; )"
2510,25627,MALWARE-CNC Win.Trojan.Reventon variant outbound connection,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $HOME_NET any -> $EXTERNAL_NET [$HTTP_PORTS,443] ( msg:""MALWARE-CNC Win.Trojan.Reventon variant outbound connection""; flow:to_server,established; isdataat:!5; content:""|9A 02 00 00|"",depth 4,fast_pattern; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/file/25c690dac0d17f9ba304e5e68c1da2381685b1aa0aa3cd503589bbc59daf81eb/analysis/; classtype:trojan-activity; sid:25627; rev:6; )"
2525,26057,FILE-IDENTIFY ZIP file download detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-IDENTIFY ZIP file download detected""; flow:to_client,established; file_data; content:""PK|03 04 14 00 06 00|"",depth 8; flowbits:set,file.zip; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; classtype:misc-activity; sid:26057; rev:13; )"
2526,26058,FILE-IDENTIFY ZIP file attachment detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY ZIP file attachment detected""; flow:to_server,established; file_data; content:""PK|03 04 14 00 06 00|"",depth 8; flowbits:set,file.zip; flowbits:noalert; metadata:policy balanced-ips alert,policy connectivity-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:26058; rev:12; )"
2551,26380,MALWARE-OTHER UTF-8 BOM in zip file attachment detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-OTHER UTF-8 BOM in zip file attachment detected""; flow:to_server,established; file_data; content:""|EF BB BF 50 4B 03 04|"",depth 7; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:smtp; classtype:trojan-activity; sid:26380; rev:4; )"
2552,26381,MALWARE-OTHER UTF-8 BOM in zip file attachment detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET [110,143] -> $HOME_NET any ( msg:""MALWARE-OTHER UTF-8 BOM in zip file attachment detected""; flow:to_client,established; file_data; content:""|EF BB BF 50 4B 03 04|"",depth 7; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ftp-data,imap,pop3; classtype:trojan-activity; sid:26381; rev:5; )"
2553,26382,MALWARE-OTHER UTF-8 BOM in zip file attachment detected,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER UTF-8 BOM in zip file attachment detected""; flow:to_client,established; file_data; content:""|EF BB BF 50 4B 03 04|"",depth 7; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:26382; rev:4; )"
2560,26467,MALWARE-CNC Win.Trojan.Magic variant inbound connection,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Magic variant inbound connection""; flow:to_client,established; file_data; content:""some_magic_code1"",depth 36; metadata:ruleset community; service:http; reference:url,www.seculert.com/blog/2013/04/magic-persistent-threat.html; classtype:trojan-activity; sid:26467; rev:3; )"
2639,26837,MALWARE-CNC BitBot Idle C2 response,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC BitBot Idle C2 response""; flow:to_client,established; file_data; content:""<|5C 5C 5C|>IDLE<|5C 5C 5C|>"",depth 18; metadata:ruleset community; service:http; classtype:trojan-activity; sid:26837; rev:3; )"
2736,28012,MALWARE-CNC Win.Trojan.Bancos variant outbound connection,review,normalized_buffer_rule,usa buffer normalizado/camada de aplicacao; offset pode nao corresponder ao pacote bruto,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Bancos variant outbound connection""; flow:to_server,established; http_client_body; content:""from=%20Nome..:"",depth 15; metadata:impact_flag red,ruleset community; service:http; reference:url,www.virustotal.com/en/file/d8870137f7f761055a2ac83b03eb3f8fe26015fa0ba99f41551ca59374c6a3ec/analysis/1365436849/; classtype:trojan-activity; sid:28012; rev:2; )"
2802,28805,MALWARE-CNC Win.Trojan.Palevo outbound connection,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert udp $HOME_NET any -> $EXTERNAL_NET 2090 ( msg:""MALWARE-CNC Win.Trojan.Palevo outbound connection""; flow:to_server; dsize:21; content:""|00 00|"",depth 2,offset 19; metadata:impact_flag red,ruleset community; reference:url,palevotracker.abuse.ch/?ipaddress=209.222.14.3; reference:url,palevotracker.abuse.ch/?ipaddress=31.170.179.179; classtype:trojan-activity; sid:28805; rev:5; )"
2853,29454,PROTOCOL-ICMP Unusual L3retriever Ping detected,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Unusual L3retriever Ping detected""; icode:0; itype:8; dsize:>32; content:""ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI"",depth 32; metadata:policy max-detect-ips drop,ruleset community; reference:url,krebsonsecurity.com/2014/01/a-closer-look-at-the-target-malware-part-ii/; reference:url,krebsonsecurity.com/2014/01/a-first-look-at-the-target-intrusion-malware/; classtype:successful-recon-limited; sid:29454; rev:2; )"
2854,29455,PROTOCOL-ICMP Unusual Microsoft Windows Ping detected,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Unusual Microsoft Windows Ping detected""; icode:0; itype:8; dsize:>32; content:""0123456789abcdefghijklmnopqrstuv"",depth 32; metadata:policy max-detect-ips drop,ruleset community; reference:url,krebsonsecurity.com/2014/01/a-closer-look-at-the-target-malware-part-ii/; reference:url,krebsonsecurity.com/2014/01/a-first-look-at-the-target-intrusion-malware/; classtype:successful-recon-limited; sid:29455; rev:2; )"
2856,29457,PROTOCOL-ICMP Unusual Microsoft Windows 7 Ping detected,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Unusual Microsoft Windows 7 Ping detected""; icode:0; itype:8; dsize:>32; content:""abcdefghijklmnopqrstuvwabcdefghi"",depth 32; metadata:policy max-detect-ips drop,ruleset community; reference:url,krebsonsecurity.com/2014/01/a-closer-look-at-the-target-malware-part-ii/; reference:url,krebsonsecurity.com/2014/01/a-first-look-at-the-target-intrusion-malware/; classtype:successful-recon-limited; sid:29457; rev:2; )"
2921,30520,SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt - vulnerable client response,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 00|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30520; rev:9; )"
2922,30521,SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt - vulnerable client response,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 01|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30521; rev:9; )"
2923,30522,SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt - vulnerable client response,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 02|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30522; rev:9; )"
2924,30523,SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt - vulnerable client response,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 03|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30523; rev:9; )"
2926,30525,SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt""; flow:to_server,established; isdataat:68; isdataat:!69; content:""|18 03 03 00 40|"",depth 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30525; rev:4; )"
2971,31136,MALWARE-CNC Win.Trojan.ZeroAccess inbound connection,review,size_dependent_rule,usa dsize/stream_size; a lavagem altera tamanho e pode exigir ajuste proprio,"alert udp $EXTERNAL_NET any -> $HOME_NET [16464,16465,16470,16471] ( msg:""MALWARE-CNC Win.Trojan.ZeroAccess inbound connection""; flow:to_server; dsize:16; content:""|28 94 8D AB|"",depth 4,offset 4; metadata:impact_flag red,ruleset community; reference:url,www.virustotal.com/file/50cdd9f6c5629630c8d8a3a4fe7d929d3c6463b2f9407d9a90703047e7db7ff9/analysis/; classtype:trojan-activity; sid:31136; rev:3; )"
3019,31871,FILE-IDENTIFY JPEG file magic detection,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-IDENTIFY JPEG file magic detection""; flow:to_server,established; file_data; content:""|FF D8 FF|"",depth 3; flowbits:set,file.jpeg; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:smtp; classtype:misc-activity; sid:31871; rev:11; )"
3056,32180,MALWARE-CNC Win.Backdoor.ZxShell connection incoming attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC Win.Backdoor.ZxShell connection incoming attempt""; flow:to_client,established; isdataat:15; isdataat:!16; content:""|85 19 00 00 25 04 00 00|"",depth 8; metadata:impact_flag red,ruleset community; reference:url,virustotal.com/en/file/438ed90e1f69b5dcae2d30d241159aaed74f9d3125c60f1003915b2237978f7d/analysis/; classtype:trojan-activity; sid:32180; rev:4; )"
3057,32181,MALWARE-CNC Win.Backdoor.ZxShell connection outgoing attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Backdoor.ZxShell connection outgoing attempt""; flow:to_server,established; isdataat:15; isdataat:!16; content:""|86 19 00 00 04 01 00 00|"",depth 8; metadata:impact_flag red,ruleset community; reference:url,virustotal.com/en/file/438ed90e1f69b5dcae2d30d241159aaed74f9d3125c60f1003915b2237978f7d/analysis/; classtype:trojan-activity; sid:32181; rev:4; )"
3110,32919,MALWARE-OTHER Win.Trojan.Wiper download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper download attempt""; flow:to_client,established; file_data; content:""|C9 06 D9 96 FC 37 23 5A FE F9 40 BA 4C 94 14 98|"",depth 16; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32919; rev:2; )"
3111,32920,MALWARE-OTHER Win.Trojan.Wiper download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper download attempt""; flow:to_client,established; file_data; content:""|AA 64 BA F2 56|"",depth 50; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32920; rev:2; )"
3112,32921,MALWARE-OTHER Win.Trojan.Wiper download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper download attempt""; flow:to_client,established; file_data; content:""|AA 74 BA F2 B9 75|"",depth 74; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32921; rev:2; )"
3113,32922,MALWARE-OTHER Win.Trojan.Wiper listener download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper listener download attempt""; flow:to_client,established; file_data; content:""|0C 1F 1F 1F 4D 5A 4C 4F 50 51 4C 5A 3F 2D 2F 2F 3F 50 54 3E 3E 3E|"",depth 22; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32922; rev:2; )"
3114,32923,MALWARE-OTHER Win.Trojan.Wiper listener download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper listener download attempt""; flow:to_client,established; file_data; content:""|D3 C4 D2 D1 CE CF D2 C4 A1 B3 B1 B1 A1 CE CA A0 A0 A0|"",depth 18; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32923; rev:2; )"
3115,32924,MALWARE-OTHER Win.Trojan.Wiper listener download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper listener download attempt""; flow:to_client,established; file_data; content:""|17 08 14 13 67 0F 13 13 17 67 15 02 16 12 02 14 13 78 47 47|"",depth 24; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32924; rev:2; )"
3116,32925,MALWARE-OTHER Win.Trojan.Wiper listener download attempt,review,unsupported_payload_operator,usa operador de payload ainda nao suportado automaticamente pelo adaptador,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Wiper listener download attempt""; flow:to_client,established; file_data; content:""|4F 50 4C 4B 3F 57 4B 4B 4F 3F 4D 5A 4E 4A 5A 4C 4B 20 1F|"",depth 23; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,us-cert.gov/ncas/alerts/TA14-353A; classtype:trojan-activity; sid:32925; rev:2; )"
