line,sid,msg,status,category,reason,rule
225,462,PROTOCOL-ICMP unassigned type 7,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 7""; icode:0; itype:7; metadata:ruleset community; classtype:misc-activity; sid:462; rev:12; )"
226,463,PROTOCOL-ICMP unassigned type 7 undefined code,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP unassigned type 7 undefined code""; itype:7; metadata:ruleset community; reference:cve,1999-0454; classtype:misc-activity; sid:463; rev:14; )"
316,613,INDICATOR-SCAN myscan,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET 10101 -> $HOME_NET any ( msg:""INDICATOR-SCAN myscan""; flow:stateless; ack:0; flags:S; ttl:>220; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:613; rev:11; )"
320,622,INDICATOR-SCAN ipEye SYN scan,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SCAN ipEye SYN scan""; flow:stateless; flags:S; seq:1958810375; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:622; rev:12; )"
323,630,INDICATOR-SCAN synscan portscan,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SCAN synscan portscan""; flow:stateless; flags:FS; id:39426; metadata:ruleset community; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:630; rev:11; )"
790,1257,SERVER-OTHER Winnuke attack,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 135:139 ( msg:""SERVER-OTHER Winnuke attack""; flow:stateless; flags:U+; metadata:ruleset community; reference:bugtraq,2010; reference:cve,1999-0153; classtype:attempted-dos; sid:1257; rev:15; )"
870,1415,PROTOCOL-SNMP Broadcast request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp any any -> 255.255.255.255 161 ( msg:""PROTOCOL-SNMP Broadcast request""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1415; rev:18; )"
871,1416,PROTOCOL-SNMP broadcast trap,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp any any -> 255.255.255.255 162 ( msg:""PROTOCOL-SNMP broadcast trap""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1416; rev:18; )"
872,1417,PROTOCOL-SNMP request udp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp $EXTERNAL_NET any -> $HOME_NET 161 ( msg:""PROTOCOL-SNMP request udp""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1417; rev:18; )"
873,1418,PROTOCOL-SNMP request tcp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 161 ( msg:""PROTOCOL-SNMP request tcp""; flow:stateless; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1418; rev:19; )"
874,1419,PROTOCOL-SNMP trap udp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp $EXTERNAL_NET any -> $HOME_NET 162 ( msg:""PROTOCOL-SNMP trap udp""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1419; rev:18; )"
875,1420,PROTOCOL-SNMP trap tcp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 162 ( msg:""PROTOCOL-SNMP trap tcp""; flow:stateless; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1420; rev:19; )"
876,1421,PROTOCOL-SNMP AgentX/tcp request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 705 ( msg:""PROTOCOL-SNMP AgentX/tcp request""; flow:stateless; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1421; rev:19; )"
1804,2523,SERVER-OTHER BGP spoofed connection reset attempt,included,"behavior_frequency,behavior_header","usa limite/frequencia de eventos sem depender do payload; usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any <> $HOME_NET 179 ( msg:""SERVER-OTHER BGP spoofed connection reset attempt""; flow:established,no_stream; flags:FRS*; detection_filter:track by_dst,count 10,seconds 10; metadata:ruleset community; reference:bugtraq,10183; reference:cve,2004-0230; reference:url,www.uniras.gov.uk/vuls/2004/236929/index.htm; classtype:attempted-dos; sid:2523; rev:15; )"
2142,2942,NETBIOS DCERPC NCACN-IP-TCP winreg InitiateSystemShutdown attempt,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET [139,445] ( msg:""NETBIOS DCERPC NCACN-IP-TCP winreg InitiateSystemShutdown attempt""; flow:to_server,established; dce_iface:uuid 338cd001-2244-31f1-aaaa-900038001003; dce_opnum:""24""; metadata:ruleset community; service:netbios-ssn; reference:url,msdn.microsoft.com/library/default.asp?url=/library/en-us/shutdown/base/initiatesystemshutdown.asp; classtype:protocol-command-decode; sid:2942; rev:14; )"
2305,19678,SERVER-OTHER multiple products blacknurse ICMP denial of service attempt,included,"behavior_frequency,behavior_header","usa limite/frequencia de eventos sem depender do payload; usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""SERVER-OTHER multiple products blacknurse ICMP denial of service attempt""; icode:3; itype:3; detection_filter:track by_src,count 250,seconds 1; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2011-1871; reference:url,soc.tdc.dk/blacknurse/blacknurse.pdf; reference:url,technet.microsoft.com/en-us/security/bulletin/MS11-064; reference:url,technet.microsoft.com/en-us/security/bulletin/MS11-083; classtype:attempted-dos; sid:19678; rev:10; )"
3384,40063,OS-LINUX Linux Kernel Challenge ACK provocation attempt,included,"behavior_frequency,behavior_header","usa limite/frequencia de eventos sem depender do payload; usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""OS-LINUX Linux Kernel Challenge ACK provocation attempt""; flow:to_server,no_stream; flags:R; detection_filter:track by_src,count 200,seconds 1; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,91704; reference:cve,2016-5696; reference:cve,2017-7285; classtype:attempted-admin; sid:40063; rev:5; )"
3894,,INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt""; flow:to_server,established; flowbits:isset,file.doc|file.rtf; file_data; content:""0200000002CE020000000000C000000000000046"",fast_pattern,nocase; content:""6269747361646d696e"",nocase; metadata:impact_flag red,ruleset community; service:smtp; classtype:trojan-activity; sid:53582; rev:2; )"
3895,,INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-COMPROMISE RTF document with Equation and BITSAdmin download attempt""; flow:to_client,established; flowbits:isset,file.doc|file.rtf; file_data; content:""0200000002CE020000000000C000000000000046"",fast_pattern,nocase; content:""6269747361646d696e"",nocase; metadata:impact_flag red,ruleset community; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:53583; rev:2; )"
